file,fs,duration_s,channels,channel_index,rms_dbfs,peak_dbfs,crest_db,zcr,snr_db,spectral_centroid_hz
100d1m_028.wav,16000,1,6,1,-41.7578865500072,-27.8123957109171,13.94549083909,0.0515063168124393,20.1786396909405,7899.18262435315
100d1m_028.wav,16000,1,6,2,-41.6151428461152,-27.4424560993534,14.1726867467618,0.0506879443506726,20.5362009322487,7902.13151353521
100d1m_028.wav,16000,1,6,3,-41.6544229515417,-27.4487026941124,14.2057202574293,0.0540637307554601,20.6040434784909,7902.11283516254
100d1m_028.wav,16000,1,6,4,-41.2509654996197,-27.1901383397576,14.0608271598621,0.0554958825635517,20.650406527931,7902.19650921054
100d1m_028.wav,16000,1,6,5,-88.72763631787,-84.2883987858831,4.43923753198683,0.433021328832285,1.36776980413313,7739.00250175449
100d1m_028.wav,16000,1,6,6,-88.7526023615438,-84.2883987858831,4.46420357566063,0.443864763950693,1.35238457107752,7741.03719115882
100d1m_029.wav,16000,1,6,1,-44.9254930972133,-27.8778018154443,17.047691281769,0.0877960206639047,13.6497996846736,7918.79885066693
100d1m_029.wav,16000,1,6,2,-44.8082417679361,-27.8515802419056,16.9566615260305,0.0878471689427651,13.9875215659766,7920.72454876189
100d1m_029.wav,16000,1,6,3,-44.866378323323,-27.8712389971207,16.9951393262023,0.0909416398138203,14.2700535287527,7919.50055503546
100d1m_029.wav,16000,1,6,4,-44.4670013001239,-27.5366300212045,16.9303712789194,0.0936013503145619,14.3063919979295,7919.67303390211
100d1m_029.wav,16000,1,6,5,-88.7563976469544,-84.2883987858831,4.46799886107128,0.441511943123114,1.27565798295656,7740.61380474667
100d1m_029.wav,16000,1,6,6,-88.7601962519539,-84.2883987858831,4.47179746607073,0.440361106848754,1.35092797999411,7740.52411320654
100d1m_030.wav,16000,1,6,1,-42.9799880472509,-23.9602687684923,19.0197192787586,0.0451383560943174,26.5206396786873,7852.74547507605
100d1m_030.wav,16000,1,6,2,-42.9707713753454,-23.8687499275463,19.1020214477991,0.0446780215845737,26.6949502470638,7856.20942652263
100d1m_030.wav,16000,1,6,3,-43.0739101853811,-24.0654515703988,19.0084586149823,0.0534755255485653,26.7614166671352,7852.64969393145
100d1m_030.wav,16000,1,6,4,-42.6445978915806,-24.0485364927296,18.596061398851,0.0548565290777965,26.5600274538108,7854.48400489179
100d1m_030.wav,16000,1,6,5,-81.1955579438054,-65.2035485971247,15.9920093466807,0.505882052068948,12.9854704597113,7802.65207221943
100d1m_030.wav,16000,1,6,6,-81.0015454160616,-70.308998699188,10.6925467168736,0.377755613523605,13.4223600322103,7793.73960394816
100d1m_031.wav,16000,1,6,1,-44.0176917027179,-30.2484092881219,13.769282414596,0.0650861848498798,11.6984120839099,7945.11800550465
100d1m_031.wav,16000,1,6,2,-44.0784628878644,-30.0606912039456,14.0177716839187,0.0652652038258913,11.7976003280361,7945.36006898877
